Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  08:26:00,34.0,26.6350458581753 
 05/15  08:27:00,34.0,26.63548879659472 
 05/15  08:28:00,34.1,26.636069900152723 
 05/15  08:29:00,34.1,26.63678912747938 
 05/15  08:30:00,34.2,26.63764642049907 
 05/15  08:31:00,34.2,26.638641702873425 
 05/15  08:32:00,34.3,26.639776622481836 
 05/15  08:33:00,34.4,26.641045911615524 
 05/15  08:34:00,34.4,26.64244675222257 
 05/15  08:35:00,34.5,26.64397917739954 
 05/15  08:36:00,34.5,26.645644462879012 
 05/15  08:37:00,34.6,26.64744400826506 
 05/15  08:38:00,34.7,26.649378936942792 
 05/15  08:39:00,34.7,26.651450068032837 
 05/15  08:40:00,34.8,26.65365798869752 
 05/15  08:41:00,34.8,26.656003117682758 
 05/15  08:42:00,34.9,26.65848574228195 
 05/15  08:43:00,34.9,26.661106038528313 
 05/15  08:44:00,35.0,26.663864084559766 
 05/15  08:45:00,35.1,26.66675987181715 
 05/15  08:46:00,35.1,26.66979331528752 
 05/15  08:47:00,35.2,26.67296426279319 
 05/15  08:48:00,35.2,26.67627250320216 
 05/15  08:49:00,35.3,26.679717773574964 
 05/15  08:50:00,35.3,26.683299765361294 
 05/15  08:51:00,35.4,26.687018129782295 
 05/15  08:52:00,35.4,26.69087248251989 
 05/15  08:53:00,35.5,26.694862407813773 
 05/15  08:54:00,35.5,26.69898746205107 
 05/15  08:55:00,35.6,26.703247176922215 
 05/15  08:56:00,35.7,26.707641062205997 
 05/15  08:57:00,35.7,26.71216860823546 
 05/15  08:58:00,35.8,26.7168292880848 
 05/15  08:59:00,35.8,26.72162255950698 
 05/15  09:00:00,35.9,26.72654786664352 
 05/15  09:01:00,35.9,26.731604641522967 
 05/15  09:02:00,35.9,26.73679230536342 
 05/15  09:03:00,36.0,26.742110269697445 
 05/15  09:04:00,36.0,26.7475579373435 
 05/15  09:05:00,36.0,26.75313470325332 
 05/15  09:06:00,36.1,26.758839955267067 
 05/15  09:07:00,36.1,26.76467307480543 
 05/15  09:08:00,36.1,26.7706334375196 
 05/15  09:09:00,36.2,26.776720413907807 
 05/15  09:10:00,36.2,26.782933369892646 
 05/15  09:11:00,36.2,26.789271667340568 
 05/15  09:12:00,36.3,26.795734664495853 
 05/15  09:13:00,36.3,26.802321716298277 
 05/15  09:14:00,36.3,26.80903217455644 
 05/15  09:15:00,36.4,26.815865387956524 
 05/15  09:16:00,36.4,26.82282070189681 
 05/15  09:17:00,36.4,26.829897458150285 
 05/15  09:18:00,36.5,26.83709499436885 
 05/15  09:19:00,36.5,26.84441264345229 
 05/15  09:20:00,36.5,26.851849732812298 
 05/15  09:21:00,36.6,26.859427845817798 
 05/15  09:22:00,36.6,26.867155096287544 
 05/15  09:23:00,36.6,26.875028846263596 
 05/15  09:24:00,36.6,26.88304273069846 
