Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  07:16:00,28.5,25.07011651287929 
 05/15  07:17:00,28.6,25.066356896660633 
 05/15  07:18:00,28.7,25.06281581918633 
 05/15  07:19:00,28.7,25.059511008869638 
 05/15  07:20:00,28.8,25.056425457014097 
 05/15  07:21:00,28.9,25.053552490157465 
 05/15  07:22:00,29.0,25.050906781873106 
 05/15  07:23:00,29.1,25.04849172451766 
 05/15  07:24:00,29.2,25.04629126458595 
 05/15  07:25:00,29.3,25.044311996115805 
 05/15  07:26:00,29.4,25.042557082063546 
 05/15  07:27:00,29.5,25.04102622457393 
 05/15  07:28:00,29.5,25.039717896359893 
 05/15  07:29:00,29.6,25.038630621123115 
 05/15  07:30:00,29.7,25.037763323017014 
 05/15  07:31:00,29.8,25.037115274507943 
 05/15  07:32:00,29.9,25.03668597341409 
 05/15  07:33:00,30.0,25.03647505742892 
 05/15  07:34:00,30.1,25.036482259995037 
 05/15  07:35:00,30.2,25.036707387744933 
 05/15  07:36:00,30.3,25.037150305328502 
 05/15  07:37:00,30.3,25.037811865716375 
 05/15  07:38:00,30.4,25.038686415542035 
 05/15  07:39:00,30.5,25.0397713059206 
 05/15  07:40:00,30.6,25.041067004761512 
 05/15  07:41:00,30.7,25.042575276999198 
 05/15  07:42:00,30.8,25.044297989654222 
 05/15  07:43:00,30.9,25.046236705988758 
 05/15  07:44:00,31.0,25.04839266963209 
 05/15  07:45:00,31.1,25.05076688600367 
 05/15  07:46:00,31.1,25.05336018898154 
 05/15  07:47:00,31.2,25.056173277618612 
 05/15  07:48:00,31.3,25.05920673534567 
 05/15  07:49:00,31.4,25.062461043019635 
 05/15  07:50:00,31.5,25.065936590865512 
 05/15  07:51:00,31.6,25.069633690203098 
 05/15  07:52:00,31.7,25.073552584232715 
 05/15  07:53:00,31.7,25.07769345702215 
 05/15  07:54:00,31.8,25.082056440343464 
 05/15  07:55:00,31.9,25.08664161862011 
 05/15  07:56:00,32.0,25.091449032642192 
 05/15  07:57:00,32.1,25.09647868272751 
 05/15  07:58:00,32.2,25.101730531663076 
 05/15  07:59:00,32.3,25.107204507322326 
 05/15  08:00:00,32.3,25.112900504660857 
 05/15  08:01:00,32.4,25.118818386960164 
 05/15  08:02:00,32.5,25.12495798654082 
 05/15  08:03:00,32.5,25.13131910543257 
 05/15  08:04:00,32.6,25.13790151646369 
 05/15  08:05:00,32.7,25.14470496488719 
 05/15  08:06:00,32.7,25.15172917022349 
 05/15  08:07:00,32.8,25.158973827738425 
 05/15  08:08:00,32.8,25.166438608963517 
 05/15  08:09:00,32.9,25.174123160855277 
 05/15  08:10:00,33.0,25.182027103492228 
 05/15  08:11:00,33.0,25.19015002646353 
 05/15  08:12:00,33.1,25.198491484204805 
 05/15  08:13:00,33.2,25.20705099052238 
 05/15  08:14:00,33.2,25.215828012566295 
 05/15  08:15:00,33.3,25.224821964630145 
 05/15  08:16:00,33.3,25.23403220226618 
 05/15  08:17:00,33.4,25.243470685093865 
 05/15  08:18:00,33.5,25.25316139810427 
 05/15  08:19:00,33.5,25.26311127054169 
 05/15  08:20:00,33.6,25.27331500917908 
 05/15  08:21:00,33.7,25.283763564130652 
 05/15  08:22:00,33.7,25.29444850136573 
 05/15  08:23:00,33.8,25.305363050145 
 05/15  08:24:00,33.8,25.31650182315702 
 05/15  08:25:00,33.9,25.32787032878522 
 05/15  08:26:00,34.0,25.339458772881795 
 05/15  08:27:00,34.0,25.351268409671135 
 05/15  08:28:00,34.1,25.36328830658312 
 05/15  08:29:00,34.1,25.375520543304752 
 05/15  08:30:00,34.2,25.387965416557222 
 05/15  08:31:00,34.2,25.400620009751666 
 05/15  08:32:00,34.3,25.41348005947551 
 05/15  08:33:00,34.4,25.426541366543002 
 05/15  08:34:00,34.4,25.439800283339668 
 05/15  08:35:00,34.5,25.453263728964693 
 05/15  08:36:00,34.5,25.466922874762826 
 05/15  08:37:00,34.6,25.480779928914956 
 05/15  08:38:00,34.7,25.494824684948654 
 05/15  08:39:00,34.7,25.509059961717828 
 05/15  08:40:00,34.8,25.52348659295225 
 05/15  08:41:00,34.8,25.538102065492666 
 05/15  08:42:00,34.9,25.55290246750965 
 05/15  08:43:00,34.9,25.56788393576098 
 05/15  08:44:00,35.0,25.583043148745297 
 05/15  08:45:00,35.1,25.598377313267864 
 05/15  08:46:00,35.1,25.61388401991825 
 05/15  08:47:00,35.2,25.629571136572785 
 05/15  08:48:00,35.2,25.64543041017641 
 05/15  08:49:00,35.3,25.661464605683324 
 05/15  08:50:00,35.3,25.67766392684682 
 05/15  08:51:00,35.4,25.694031667959422 
 05/15  08:52:00,35.4,25.710569000669626 
 05/15  08:53:00,35.5,25.72726369619944 
 05/15  08:54:00,35.5,25.74411854235647 
 05/15  08:55:00,35.6,25.761135400334172 
 05/15  08:56:00,35.7,25.778312987482703 
 05/15  08:57:00,35.7,25.795648470015706 
 05/15  08:58:00,35.8,25.813138859874556 
 05/15  08:59:00,35.8,25.830781554654084 
 05/15  09:00:00,35.9,25.84858440052703 
 05/15  09:01:00,35.9,25.86653904915644 
 05/15  09:02:00,35.9,25.884638353166736 
 05/15  09:03:00,36.0,25.902889090596155 
 05/15  09:04:00,36.0,25.921283666894524 
 05/15  09:05:00,36.0,25.939826197843605 
 05/15  09:06:00,36.1,25.958517889580687 
 05/15  09:07:00,36.1,25.977346372040333 
 05/15  09:08:00,36.1,25.996314550616027 
 05/15  09:09:00,36.2,26.015424386582275 
 05/15  09:10:00,36.2,26.034674675512964 
 05/15  09:11:00,36.2,26.054062674508437 
 05/15  09:12:00,36.3,26.073585509073972 
 05/15  09:13:00,36.3,26.09324070251975 
 05/15  09:14:00,36.3,26.113026193827725 
 05/15  09:15:00,36.4,26.132940206602147 
 05/15  09:16:00,36.4,26.15299113663516 
 05/15  09:17:00,36.4,26.173170840144195 
 05/15  09:18:00,36.5,26.19347235983095 
 05/15  09:19:00,36.5,26.213902608307507 
 05/15  09:20:00,36.5,26.234453935539864 
 05/15  09:21:00,36.6,26.255130380151808 
 05/15  09:22:00,36.6,26.275922940001106 
 05/15  09:23:00,36.6,26.29683566038969 
 05/15  09:24:00,36.6,26.31786997695756 
